Наименование груза ЦО-12;Направление;Вид сообщения;Грузооборот_2026, тыс. ткм;Распределение по направлению;Год;Грузооборот, млрд. ткм;Индекс грузооборота
Нефть и нефтепродукты;Восток;экспорт;57227567,71;0,256876546;2027;38,49030456;0,672583269
Нефть и нефтепродукты;Восток;экспорт;57227567,71;0,256876546;2028;38,50062586;0,672763624
Нефть и нефтепродукты;Восток;экспорт;57227567,71;0,256876546;2029;38,72103364;0,676615051
Нефть и нефтепродукты;Восток;экспорт;57227567,71;0,256876546;2030;39,08115658;0,682907874
Нефть и нефтепродукты;Северо-Запад;экспорт;105612033,5;0,47405919;2027;71,03288675;0,672583269
Нефть и нефтепродукты;Северо-Запад;экспорт;105612033,5;0,47405919;2028;71,05193445;0,672763624
Нефть и нефтепродукты;Северо-Запад;экспорт;105612033,5;0,47405919;2029;71,45869145;0,676615051
Нефть и нефтепродукты;Северо-Запад;экспорт;105612033,5;0,47405919;2030;72,12328925;0,682907874
Нефть и нефтепродукты;Юг;экспорт;59942776,69;0,269064265;2027;40,31650869;0,672583269
Нефть и нефтепродукты;Юг;экспорт;59942776,69;0,269064265;2028;40,3273197;0,672763624
Нефть и нефтепродукты;Юг;экспорт;59942776,69;0,269064265;2029;40,55818491;0,676615051
Нефть и нефтепродукты;Юг;экспорт;59942776,69;0,269064265;2030;40,93539417;0,682907874
Прочие;Восток;экспорт;236627904,6;0,736643858;2027;91,14968634;0,38520261
Прочие;Восток;экспорт;236627904,6;0,736643858;2028;93,43946716;0,394879325
Прочие;Восток;экспорт;236627904,6;0,736643858;2029;95,42195037;0,403257386
Прочие;Восток;экспорт;236627904,6;0,736643858;2030;98,54503303;0,416455672
Прочие;Северо-Запад;экспорт;35383449,89;0,110151848;2027;13,62979723;0,38520261
Прочие;Северо-Запад;экспорт;35383449,89;0,110151848;2028;13,9721928;0,394879325
Прочие;Северо-Запад;экспорт;35383449,89;0,110151848;2029;14,26863753;0,403257386
Прочие;Северо-Запад;экспорт;35383449,89;0,110151848;2030;14,73563841;0,416455672
Прочие;Юг;экспорт;49212941,33;0,153204294;2027;18,95695343;0,38520261
Прочие;Юг;экспорт;49212941,33;0,153204294;2028;19,43317304;0,394879325
Прочие;Юг;экспорт;49212941,33;0,153204294;2029;19,8454821;0,403257386
Прочие;Юг;экспорт;49212941,33;0,153204294;2030;20,49500856;0,416455672
Руды металлические;Восток;экспорт;15426844,08;0,290346939;2027;10,41838625;0,675341385
Руды металлические;Восток;экспорт;15426844,08;0,290346939;2028;10,42422483;0,675719854
Руды металлические;Восток;экспорт;15426844,08;0,290346939;2029;10,53110415;0,682647993
Руды металлические;Восток;экспорт;15426844,08;0,290346939;2030;10,60430323;0,687392909
Руды металлические;Северо-Запад;экспорт;12389526,43;0,233181917;2027;8,36715994;0,675341385
Руды металлические;Северо-Запад;экспорт;12389526,43;0,233181917;2028;8,371848995;0,675719854
Руды металлические;Северо-Запад;экспорт;12389526,43;0,233181917;2029;8,457685357;0,682647993
Руды металлические;Северо-Запад;экспорт;12389526,43;0,233181917;2030;8,516472617;0,687392909
Руды металлические;Юг;экспорт;25316078,94;0,476471143;2027;17,09699581;0,675341385
Руды металлические;Юг;экспорт;25316078,94;0,476471143;2028;17,10657717;0,675719854
Руды металлические;Юг;экспорт;25316078,94;0,476471143;2029;17,28197049;0,682647993
Руды металлические;Юг;экспорт;25316078,94;0,476471143;2030;17,40209315;0,687392909
Уголь каменный;Восток;экспорт;764126785,4;0,547864538;2027;583,1519451;0,76316124
Уголь каменный;Восток;экспорт;764126785,4;0,547864538;2028;598,0867324;0,782706147
Уголь каменный;Восток;экспорт;764126785,4;0,547864538;2029;606,7816275;0,794085012
Уголь каменный;Восток;экспорт;764126785,4;0,547864538;2030;636,615306;0,83312785
Уголь каменный;Северо-Запад;экспорт;370068914,6;0,265332454;2027;282,4222518;0,76316124
Уголь каменный;Северо-Запад;экспорт;370068914,6;0,265332454;2028;289,6552144;0,782706147
Уголь каменный;Северо-Запад;экспорт;370068914,6;0,265332454;2029;293,8661785;0,794085012
Уголь каменный;Северо-Запад;экспорт;370068914,6;0,265332454;2030;308,3147193;0,83312785
Уголь каменный;Юг;экспорт;260541013,8;0,186803008;2027;198,8348032;0,76316124
Уголь каменный;Юг;экспорт;260541013,8;0,186803008;2028;203,9270532;0,782706147
Уголь каменный;Юг;экспорт;260541013,8;0,186803008;2029;206,8917141;0,794085012
Уголь каменный;Юг;экспорт;260541013,8;0,186803008;2030;217,0639747;0,83312785
Химические и минеральные удобрения;Восток;экспорт;21836856,71;0,233957658;2027;16,12055879;0,738227072
Химические и минеральные удобрения;Восток;экспорт;21836856,71;0,233957658;2028;17,18042441;0,786762703
Химические и минеральные удобрения;Восток;экспорт;21836856,71;0,233957658;2029;18,24954306;0,835722069
Химические и минеральные удобрения;Восток;экспорт;21836856,71;0,233957658;2030;18,40084582;0,842650848
Химические и минеральные удобрения;Северо-Запад;экспорт;61652544,27;0,660538513;2027;45,51357725;0,738227072
Химические и минеральные удобрения;Северо-Запад;экспорт;61652544,27;0,660538513;2028;48,50592239;0,786762703
Химические и минеральные удобрения;Северо-Запад;экспорт;61652544,27;0,660538513;2029;51,52439184;0,835722069
Химические и минеральные удобрения;Северо-Запад;экспорт;61652544,27;0,660538513;2030;51,9515687;0,842650848
Химические и минеральные удобрения;Юг;экспорт;9847388,748;0,105503829;2027;7,269608963;0,738227072
Химические и минеральные удобрения;Юг;экспорт;9847388,748;0,105503829;2028;7,747558191;0,786762703
Химические и минеральные удобрения;Юг;экспорт;9847388,748;0,105503829;2029;8,229680096;0,835722069
Химические и минеральные удобрения;Юг;экспорт;9847388,748;0,105503829;2030;8,297910477;0,842650848
Черные металлы;Восток;экспорт;46352963,69;0,488034152;2027;35,56449321;0,767253922
Черные металлы;Восток;экспорт;46352963,69;0,488034152;2028;35,64180367;0,768921787
Черные металлы;Восток;экспорт;46352963,69;0,488034152;2029;38,95187481;0,840331916
Черные металлы;Восток;экспорт;46352963,69;0,488034152;2030;42,27782853;0,91208469
Черные металлы;Северо-Запад;экспорт;12253042,35;0,129008;2027;9,401194804;0,767253922
Черные металлы;Северо-Запад;экспорт;12253042,35;0,129008;2028;9,421631219;0,768921787
Черные металлы;Северо-Запад;экспорт;12253042,35;0,129008;2029;10,29662256;0,840331916
Черные металлы;Северо-Запад;экспорт;12253042,35;0,129008;2030;11,17581234;0,91208469
Черные металлы;Юг;экспорт;36372928,41;0,382957849;2027;27,90727199;0,767253922
Черные металлы;Юг;экспорт;36372928,41;0,382957849;2028;27,96793711;0,768921787
Черные металлы;Юг;экспорт;36372928,41;0,382957849;2029;30,56533263;0,840331916
Черные металлы;Юг;экспорт;36372928,41;0,382957849;2030;33,17519114;0,91208469
